Title,Short_Title,Location,Java,Min Experience,Max Experience,Min Salary,Max Salary,Spring Boot,SQL,Git,Microservices,Hibernate,Power_BI,Excel,Python,Visualization,spark,Cloud_Computing,manual_testing,regression_testing,automation_testing,software_testing,Kubernetes,Docker,Jenkins,CI/CD
Senior Software Engineer- Java Developer || Cvent,Software_Engineer,Gurugram,1,4,7,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Java,Software_Engineer,Pune,1,6,9,,,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Senior Software Developer/Lead Software Engineer - Java,Software_Engineer,Gurugram,1,8,13,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Lead Software Engineer (Pyspark/Python),Software_Engineer,NA,0,5,7,,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
Senior Java Software Engineer,Software_Engineer,Chennai,1,3,6,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Java Software Engineer,Software_Engineer,Mumbai,1,3,6,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer- JAVA + AWS-Pan India,Software_Engineer,Hyderabad,1,7,12,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lead Software Engineer - Java Backend & Cloud Architecture,Software_Engineer,Pune,1,8,12,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"Software Engineer - Java,Angular - CHN",Software_Engineer,Pune,1,3,5,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lead Software Engineer - Java Backend & Cloud Architecture,Software_Engineer,Pune,1,8,12,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Lead Software Engineer - Full Stack (Java Backend & Angular or React),Software_Engineer,Pune,1,9,12,,,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"Software Engineer - Angular,Java",Software_Engineer,Pune,1,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer - Java - CHN,Software_Engineer,Pune,1,3,5,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Software Engineer - Java 17, Angular - CHN",Software_Engineer,Pune,1,3,5,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Java,Software_Engineer,Pune,1,4,9,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"Software Engineer - Java, Angular - CHN",Software_Engineer,Pune,1,6,9,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Software Engineer - Java, Angular - BLR",Software_Engineer,Pune,1,6,9,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lead Software Engineer (AI Applications),Software_Engineer,Pune,0,4,9,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Java,Software_Engineer,Pune,1,6,9,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"Software Engineer - Java,AWS",Software_Engineer,Pune,1,6,9,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Software Development Engineer I - UI,Software_Engineer,NA,1,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Junior Software Engineer (Backend-Java),Software_Engineer,Pune,1,0,2,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
Fullstack Software Engineer,Software_Engineer,Pune,0,5,10,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Staff Software Engineer (Java),Software_Engineer,Pune,1,10,15,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
Software Engineer Java,Software_Engineer,Pune,1,2,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Java,Software_Engineer,Pune,1,3,5,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer - JavaScript (Fullstack),Software_Engineer,NA,1,4,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lead Software Engineer - Full Stack (Java Backend & Angular or React),Software_Engineer,Pune,1,9,12,,,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Principal Software Engineer - Java,Software_Engineer,NA,1,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Senior Software Engineer ( Java,React)",Software_Engineer,NA,1,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Senior Software Engineer- Java,SpringBoot,Microservices,Kafka,NoSQL",Software_Engineer,NA,1,5,8,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Principal Java Software Engineer,Software_Engineer,Pune,1,15,20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer-Dot Net,Software_Engineer,NA,0,5,8,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer ? Java,Software_Engineer,Pune,1,4,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Software Engineer - Java, AWS - CHN",Software_Engineer,Pune,1,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer - Java Technologies,Software_Engineer,NA,1,3,5,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer-Java,Software_Engineer,Chennai,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer (Java),Software_Engineer,Chennai,1,5,10,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer (Java),Software_Engineer,Hyderabad,1,7,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer - JAVA 8,Software_Engineer,NA,1,8,13,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Software Engineer II- Java,Software_Engineer,Mumbai,1,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Software Engineer II - Java,Software_Engineer,Mumbai,1,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Engineer III - Java,Software_Engineer,NA,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer II Java Fullstack react,Software_Engineer,NA,1,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Software Engineer III - Java,Software_Engineer,NA,1,3,8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer III Java Fullstack React,Software_Engineer,NA,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer II- Java -reactjs,Software_Engineer,NA,1,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Software Engineer II - Java, React",Software_Engineer,NA,1,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Lead Software Engineer (Java backend),Software_Engineer,NA,1,12,15,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Software Engineer III - Python, LLM",Software_Engineer,NA,0,3,7,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Lead Software Engineer- Java,Software_Engineer,Hyderabad,1,5,10,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
Lead Software Engineer - Java & cloud,Software_Engineer,NA,1,5,10,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Principal Software Engineer - Full Stack (Python/Django),Software_Engineer,Pune,1,5,10,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
Lead Software Engineer- Python + React + AWS,Software_Engineer,NA,0,5,10,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
"Lead Software Engineer - Java, AWS",Software_Engineer,Mumbai,1,5,10,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
Senior Software Engineer - Dot Net,Software_Engineer,Pune,0,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer (Dot Net),Software_Engineer,Pune,0,3,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Lead Software Engineer - Java, Python, Kafka, AWS",Software_Engineer,NA,1,5,10,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer - Dot Net,Software_Engineer,Pune,0,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lead Software Engineer - Java/Python with Cloud,Terraform&Kubernetes",Software_Engineer,Hyderabad,1,5,10,,,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
Software Development Engineer - SDE (Flutter / Full Stack),Software_Engineer,NA,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer (Fullstack),Software_Engineer,Pune,1,2,6,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer II : Java/AWS,Software_Engineer,NA,1,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Engineer (Flutter & Node.js / Python ),Software_Engineer,Pune,1,2,7,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Senior Software engineer- Java,Software_Engineer,Mumbai,1,3,8,12,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer III : Java/AWS,Software_Engineer,NA,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Engineer Backend - Java Springboot,Software_Engineer,Chennai,1,3,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Engineer II - Software Engineering | .Net Full stack Developer,Software_Engineer,Pune,0,4,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Engineer II - Software Engineering | .Net Full stack Developer,Software_Engineer,Pune,0,3,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Java Software Engineer,Software_Engineer,Pune,1,7,10,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sr. Software Engineer - Dot Net,Software_Engineer,Pune,1,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sr. Software Engineer (java),Software_Engineer,Pune,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer Java AWS,Software_Engineer,Hyderabad,1,8,10,,,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sr. Software Engineer/Technical Lead Java,Software_Engineer,NA,1,7,12,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sr . Software Engineer - Java Angular,Software_Engineer,Pune,1,4,7,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer - Windows\C++\Dot Net,Software_Engineer,NA,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Senior Software Engineer - Windows\C++\Dot Net,Software_Engineer,Mumbai,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Senior Software Engineer - Windows\C++\Dot Net,Software_Engineer,Gurugram,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Dot Net Senior Software Engineer,Software_Engineer,Kolkata,0,6,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Java Software Engineer - Spring Boot/MVC (8-10 yrs),Software_Engineer,NA,1,8,10,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Development Engineer I,Software_Engineer,Gurugram,0,2,3,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer (Full Stack),Software_Engineer,Pune,0,2,6,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Software Engineer (Backend-Java),Software_Engineer,Pune,1,2,3,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Python Backend Software Engineer,Software_Engineer,Hyderabad,0,6,10,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Node.js/Java Full Stack,Software_Engineer,Pune,1,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Java Fullstack,Software_Engineer,Hyderabad,1,4,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Java/UI,Software_Engineer,Mumbai,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer - Java & Angular,Software_Engineer,Mumbai,1,3,6,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lead Java Software Engineer,Software_Engineer,NA,1,4,9,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer - Java,Software_Engineer,NA,1,3,5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Junior position Software Engineer/Lead Java Fullstack,Software_Engineer,Hyderabad,1,5,10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Software Engineer III - Java Fullstack,Software_Engineer,Chennai,1,6,10,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer III (Java backend),Software_Engineer,NA,1,3,6,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"Lead Software Engineer (Java, IBM MQ)",Software_Engineer,Chennai,1,7,9,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer III-Java,Software_Engineer,NA,1,5,7,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer - Java,Software_Engineer,NA,1,5,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dot Net Software Engineer (Video),Software_Engineer,Pune,0,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer - Java,Software_Engineer,NA,1,5,7,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Full Stack Software Engineer - React Native Development,Software_Engineer,NA,1,4,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Java Software Engineer - Spring Boot,Software_Engineer,NA,1,2,5,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer - Java,Software_Engineer,Pune,1,6,11,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Java,Software_Engineer,Pune,1,2,4,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Software Engineer - Java,Software_Engineer,Pune,1,4,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Engineer - Java,Software_Engineer,Pune,1,4,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Engineer - Dotnet,Software_Engineer,Pune,0,1,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Java,Software_Engineer,Pune,1,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Engineer - Java Fullstack,Software_Engineer,Pune,1,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer (Frontend) BI Application,Software_Engineer,Pune,1,2,5,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Java Software Engineer,Software_Engineer,Pune,1,4,8,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer - Java,Software_Engineer,Pune,1,3,8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Sr. Software Engineer - Java, AWS Job",Software_Engineer,NA,1,1,6,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Software Engineer( Dot net, Angular)",Software_Engineer,Pune,0,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - JAVA,Software_Engineer,Pune,1,9,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Software Engineer III (Java, Spring Boot, C++, React)",Software_Engineer,Pune,1,5,10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Software Engineer III (Java, Spring Boot, C++, React)",Software_Engineer,Pune,1,5,10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Principal Software Engineer , Java",Software_Engineer,Pune,1,8,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sr. Software Engineer - Dot Net + Azure Job,Software_Engineer,NA,0,4,6,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Principal Software Engineer - .Net Fullstack,Software_Engineer,Pune,0,8,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer in Dot Net and SQL (T-SQL),Software_Engineer,Mumbai,0,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Principal Software Engineer - Android,Software_Engineer,Pune,0,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer - Java(Backend),Software_Engineer,Pune,1,1,3,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Engineer (Java),Software_Engineer,Pune,1,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Node.js/Java fullstack,Software_Engineer,Pune,1,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer (Java/ Golang),Software_Engineer,Pune,1,4,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer (Java),Software_Engineer,Pune,1,4,5,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Software Engineer (Java/ Golang),Software_Engineer,Pune,1,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Software Engineer, Full Stack",Software_Engineer,Pune,1,3,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Software Engineer (Java/ Golang),Software_Engineer,Pune,1,4,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Software Engineer (Java/ Golang),Software_Engineer,Pune,1,4,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer - C # Dot Net Engineer,Software_Engineer,Pune,1,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer (Full Stack),Software_Engineer,Pune,1,5,10,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Engineer II - Software Engineering - Full Stack,Software_Engineer,Pune,1,4,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Lead- Software Engineer - Java,Software_Engineer,Pune,1,7,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Full Stack Software Engineer,Software_Engineer,Pune,0,3,7,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Software Engineer - Java - BLR,Software_Engineer,NA,1,3,5,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Engineer II - Software Engineering - Full Stack,Software_Engineer,Pune,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Software Engineer - Java, AWS",Software_Engineer,NA,1,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Principal Software Engineer - Dot Net Core,Software_Engineer,Pune,0,9,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Software Engineer - Angular, Java",Software_Engineer,NA,1,6,9,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Software Engineer - Angular,Java",Software_Engineer,NA,1,6,9,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Full Stack,Software_Engineer,NA,1,3,6,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
Lead Software Engineer - Windows Applications,Software_Engineer,NA,0,4,8,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Production Software Engineer,Software_Engineer,Hyderabad,0,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Full Stack,Software_Engineer,Pune,1,3,8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Software Engineer - Java, Spring Boot and Microservices",Software_Engineer,Hyderabad,1,4,9,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Full Stack . NET,Software_Engineer,Pune,0,7,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Senior Software Engineer (C++, Java)",Software_Engineer,Hyderabad,1,5,8,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Software Engineer - Fullstack,Software_Engineer,NA,0,4,5,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Java Software Engineer,Software_Engineer,NA,1,7,10,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Senior Java Software Engineer,Software_Engineer,NA,1,7,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"Engineer, Software Engineering (Full Stack Kotlin/Java Developer)",Software_Engineer,Gurugram,1,4,8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Java, Kafka, Kubernetes - Senior Software Engineer",Software_Engineer,NA,1,6,10,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Senior Software Engineer (Java Fullstack),Software_Engineer,NA,1,4,8,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
Senior Software Engineer - Java,Software_Engineer,Mumbai,1,4,9,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sr. Software Engineer/ Tech Lead,Software_Engineer,NA,1,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Java Software Engineer,Software_Engineer,Chennai,1,4,8,5,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer (MS Dot Net),Software_Engineer,Kolkata,0,6,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lead Software Engineer Full Stack .NET,Software_Engineer,Pune,0,10,20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer – Dot Net,Software_Engineer,Chennai,0,7,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Dot Net Software Engineer,Software_Engineer,Kolkata,0,5,10,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software Engineer - Full Stack,Software_Engineer,NA,1,3,6,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Software Engineer - FullStack - React & Java,Software_Engineer,NA,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer III - Java Full stack,Software_Engineer,NA,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer III - Java Full Stack,Software_Engineer,NA,1,3,8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Full Stack Software Engineer,Software_Engineer,NA,0,4,8,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Fullstack Software Engineer - Global Sourcing & Supply Management,Software_Engineer,NA,0,7,12,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer - FullStack| GoLang| Java,Software_Engineer,NA,1,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Full Stack Software Engineer - Manufacturing Systems & Infrastructure,Software_Engineer,NA,0,4,8,,,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
"Software Engineer - Bigdata (Java/ Scala/ Python ,SQL , AWS)",Software_Engineer,NA,1,3,5,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Lead Software Engineer - Java Full Stack,Software_Engineer,NA,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Lead Full-Stack Software Engineer / LMTS,Software_Engineer,Hyderabad,0,10,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Engineering Technical Leader,Software_Engineer,NA,0,15,20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Lead Full-Stack Software Engineer / LMTS,Software_Engineer,NA,0,10,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Engineer - Bigdata (Java/Scala and SQL),Software_Engineer,NA,1,3,5,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Bootlabs is looking For a Lead Software Engineer-Java (Bangalore/Mumba,Software_Engineer,Mumbai,1,8,13,15,25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer - Java/scala,Software_Engineer,NA,1,7,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer Java,Software_Engineer,Hyderabad,1,4,8,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Senior Software Engineer – Tandem & Java ( Payments Domain ),Software_Engineer,NA,1,5,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sr Software Engineer - Java,Software_Engineer,Pune,1,10,12,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lead Software Engineer - Python , LLM",Software_Engineer,NA,0,4,8,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Software Development Engineer - I (Backend),Software_Engineer,NA,0,0,1,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Software Development Engineer-I (Backend),Software_Engineer,NA,0,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer (Python),Software_Engineer,Delhi,0,1,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sr. Software Engineer (Java/Python/ Golang),Software_Engineer,NA,1,4,6,15,25,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Production Software Engineer,Software_Engineer,NA,0,3,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
